ilkid,firstname,lastname,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
TOLBETO01 ,Tom,Tolbert,9,116,32,18,0,18,8,3,4,4,29,33,14,11,3,3,1
TOLSODE01 ,Dean,Tolson,4,22,4,0,0,7,1,0,0,0,3,8,1,2,2,0,0
TOMJARU01 ,Rudy,Tomjanovich,37,1041,511,32,14,189,59,3,1,16,78,436,213,109,84,10,1
TONEYAN01 ,Andrew,Toney,72,2146,1254,112,56,168,323,58,18,257,265,1015,485,346,272,51,12
TONEYSE01 ,Sedric,Toney,3,15,11,0,0,0,2,1,0,2,4,6,3,2,2,6,3
TOOLSAN01 ,Andy,Toolson,2,4,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0
TOONEBE01 ,Bernard,Toone,4,6,0,1,0,1,1,0,0,0,1,4,0,0,0,1,0
TOSHEBI01 ,Bill,Tosheff,4,134,16,0,0,11,11,0,0,0,14,34,3,10,10,0,0
TOWEMO01  ,Monte,Towe,4,30,10,0,0,0,6,0,0,0,6,8,3,5,4,0,0
TOWEMO01  ,Monte,Towe,1,6,4,0,0,0,1,0,0,0,0,3,2,0,0,0,0
TOWNELI01 ,Linton,Townes,8,66,41,2,4,6,5,0,0,3,12,35,17,7,6,4,1
TRAPPGE01 ,George,Trapp,31,518,258,0,0,118,23,0,0,0,89,249,115,40,28,0,0
TRAPPJO01 ,John,Trapp,5,51,22,0,0,7,2,0,0,0,13,16,7,12,8,0,0
TRAPPJO01 ,John,Trapp,10,71,20,0,0,16,5,0,0,0,9,33,8,7,4,0,0
TRAYLRO01 ,Robert,Traylor,22,245,65,47,23,70,11,10,13,16,57,61,28,17,9,1,0
TRENTGA01 ,Gary,Trent,28,231,88,21,20,41,8,2,1,16,39,88,35,31,18,3,0
TRESVJO01 ,John,Tresvant,40,862,274,0,0,246,44,0,0,0,115,251,104,95,66,0,0
TRIPUKE01 ,Kelly,Tripucka,25,750,391,52,41,93,57,22,5,61,65,314,145,118,101,5,0
TSAKAIA01 ,Jake,Tsakalidis,5,78,14,18,10,28,0,0,7,4,11,16,6,2,2,0,0
TSCHOJO01 ,John,Tschogl,3,11,10,0,0,4,1,0,0,0,0,8,5,0,0,0,0
TSIORLO01 ,Lou,Tsioropoulos,11,239,69,0,0,64,14,0,0,0,40,85,25,29,19,0,0
TUCKEAL01 ,Al,Tucker,9,216,85,0,0,46,16,0,0,0,28,85,33,24,19,0,0
TUCKEAL01 ,Al,Tucker,4,5,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
TUCKEJI01 ,Jim,Tucker,15,131,56,0,0,40,3,0,0,0,28,61,21,17,14,0,0
TUCKETR01 ,Trent,Tucker,66,1059,364,64,30,94,100,44,5,38,107,316,142,43,30,120,50
TURKCMI01 ,Mirsad,Turkcan,2,10,4,2,0,2,0,0,0,3,1,5,1,2,2,1,0
TURKOHI01 ,Hidayet,Turkoglu,44,1029,328,151,34,185,63,30,16,50,106,314,119,79,52,104,38
TURNEAN01 ,Andre,Turner,8,189,58,11,2,13,35,11,0,8,12,48,21,16,13,9,3
TURNEBI01 ,Bill,Turner,22,284,96,0,0,62,18,0,0,0,47,87,37,31,22,0,0
TURNEEL01 ,Elston,Turner,43,735,218,79,51,130,86,33,2,35,79,200,97,33,21,4,3
TURNEJA01 ,Jack,Turner,2,16,5,0,0,4,2,0,0,0,1,6,2,3,1,0,0
TURNEJE01 ,Jeff,Turner,24,218,56,26,6,32,16,4,3,10,57,48,20,5,5,22,11
TURPIME01 ,Mel,Turpin,11,76,33,8,6,14,2,5,5,7,8,28,15,4,3,0,0
TWARDDA01 ,Dave,Twardzik,7,112,37,0,0,15,8,0,0,0,15,24,10,21,17,0,0
TWARDDA01 ,Dave,Twardzik,25,559,216,3,1,39,62,14,0,3,79,134,74,85,68,0,0
TWYMAJA01 ,Jack,Twyman,34,1095,621,0,0,255,62,0,0,0,131,556,245,159,131,0,0
TYLERTE01 ,Terry,Tyler,17,272,153,32,23,55,8,8,10,11,26,134,61,40,31,1,0
TYRACH01  ,Charlie,Tyra,2,55,30,0,0,31,1,0,0,0,5,28,12,9,6,0,0
UDRIHBE01 ,Beno,Udrih,21,241,78,13,4,17,22,9,1,20,20,78,28,14,12,37,10
UNSELWE01 ,Wes,Unseld,119,4889,1260,21,7,1777,453,34,24,3,371,1040,513,385,234,1,0
UPSHAKE01 ,Kelvin,Upshaw,3,24,10,2,0,2,5,1,0,1,4,12,5,0,0,0,0
VACENST01 ,Steve,Vacendak,14,230,119,0,0,20,14,0,0,0,26,92,41,41,37,0,0
VALENDA01 ,Darnell,Valentine,26,707,313,33,17,50,177,40,4,56,79,248,114,95,84,2,1
VANARDI01 ,Dick,Vanarsdale,19,472,162,0,0,23,38,0,0,0,41,125,61,46,40,0,0
VANARTO01 ,Tom,Vanarsdale,7,255,115,0,0,18,29,0,0,0,23,100,43,33,29,0,0
VANBRBU01 ,Butch,Vanbredakolff,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
VANBRJA01 ,Jan,Vanbredakolff,22,378,116,0,0,76,31,0,0,0,39,80,38,45,40,0,0
VANBRJA01 ,Jan,Vanbredakolff,2,81,21,0,0,20,7,0,3,0,9,20,8,6,5,0,0
VANCEGE01 ,Gene,Vance,3,0,19,0,0,0,9,0,0,0,17,31,7,10,5,0,0
VANDEER01 ,Ernie,Vandeweghe,89,2225,1354,120,42,361,202,30,24,68,279,1033,506,391,335,35,7
VANDEKI01 ,Kiki,Vandeweghe,22,419,167,15,11,26,23,9,3,21,32,136,59,42,36,23,13
VANEXNI01 ,Nick,Van Exel,64,2257,1006,156,53,209,325,61,4,124,165,913,365,222,165,342,111
VANHOKE01 ,Keith,Vanhorn,38,1154,451,177,61,238,52,30,11,64,110,395,159,103,82,122,51
VANLINO01 ,Norm,Vanlier,38,1549,530,0,0,191,234,0,0,0,154,509,198,171,134,0,0
VAUGHCH01 ,Charles,Vaughn,20,633,270,0,0,59,45,0,0,0,58,293,101,85,68,0,0
VAUGHCH01 ,Charles,Vaughn,27,631,240,0,0,62,62,0,0,0,91,226,98,61,44,0,0
VAUGHDA02 ,David,Vaughn,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VAUGHJA01 ,Jacque,Vaughn,28,285,75,18,5,23,50,8,3,23,38,83,26,23,19,8,4
VAUGHLO01 ,Loy,Vaught,15,207,82,52,12,64,6,11,4,11,24,64,34,16,12,4,2
VERGABO01 ,Bob,Verga,4,156,104,0,0,11,10,0,0,0,0,102,48,11,8,0,0
VERHOPE01 ,Peter,Verhoeven,3,19,2,0,0,0,0,1,0,1,10,0,0,2,2,0,0
VINCEJA01 ,Jay,Vincent,64,1153,586,127,69,196,70,29,11,87,129,499,201,215,183,5,1
VINCESA01 ,Sam,Vincent,26,364,131,17,10,27,63,11,2,33,32,143,51,37,29,5,0
VOSKUJA01 ,Jake,Voskuhl,6,98,36,13,9,22,2,4,4,6,21,17,12,13,12,0,0
VRANEDA01 ,Danny,Vranes,15,235,51,36,26,62,12,4,7,8,34,61,23,9,5,1,0
VRANKST01 ,Stojan,Vrankovic,2,7,4,2,0,2,1,0,0,1,2,2,2,1,0,0,0
WADEDW01  ,Dwyane,Wade,27,1081,618,93,39,132,166,39,20,116,88,470,222,214,170,18,4
WAGERCL01 ,Clint,Wager,4,0,30,0,0,0,8,0,0,0,22,25,11,10,8,0,0
WAGNEMI01 ,Milt,Wagner,5,14,6,2,0,2,3,0,1,0,3,5,2,2,2,1,0
WAITEGR01 ,Granville,Waiters,13,34,8,4,2,6,0,1,4,1,4,7,4,0,0,0,0
WALKEAN01 ,Antoine,Walker,37,1507,676,237,82,319,121,54,19,119,132,660,269,104,72,183,66
WALKECH01 ,Chet,Walker,105,3688,1916,0,0,737,212,0,0,0,286,1531,687,689,542,0,0
WALKEDA01 ,Darrell,Walker,34,508,177,45,37,82,48,34,6,51,58,174,64,76,49,1,0
WALKEFO01 ,Foots,Walker,22,330,109,0,0,35,64,3,2,2,37,97,41,33,27,0,0
WALKEJI01 ,Jimmy,Walker,12,346,168,0,0,19,26,0,0,0,29,151,70,35,28,0,0
WALKEKE01 ,Kenny,Walker,26,355,89,40,17,57,15,4,11,9,63,74,31,37,27,1,0
WALKEPH01 ,Phil,Walker,4,17,6,0,0,2,2,0,0,0,5,8,1,5,4,0,0
WALKESA01 ,Samaki,Walker,48,497,116,97,54,151,11,5,21,24,80,105,45,37,25,1,1
WALKEWA01 ,Wally,Walker,64,743,243,34,27,123,44,13,11,12,136,217,99,65,45,0,0
WALKNE01  ,Neal,Walk,8,102,50,0,0,40,4,0,0,0,17,53,22,8,6,0,0
WALLABE01 ,Ben,Wallace,75,3033,709,724,323,1047,109,148,193,101,197,584,275,359,159,8,0
WALLAGE01 ,Gerald,Wallace,15,52,17,7,1,8,2,1,3,7,11,12,5,8,7,0,0
WALLAJO01 ,John,Wallace,5,44,10,6,2,8,5,2,2,3,7,17,4,2,2,1,0
WALLARA01 ,Rasheed,Wallace,98,3521,1506,484,175,659,164,85,134,143,355,1288,587,341,246,251,86
WALTERE01 ,Rex,Walters,4,14,3,0,0,0,4,0,0,0,0,4,1,0,1,2,0
WALTHPA01 ,Paul,Walther,23,255,143,0,0,40,35,0,0,0,59,106,40,87,63,0,0
WALTOBI01 ,Bill,Walton,49,1197,528,100,34,444,145,12,19,30,149,438,230,101,68,1,0
WALTOLL01 ,Lloyd,Walton,18,201,53,5,3,12,57,12,4,10,14,51,21,17,11,1,0
WALTOLU01 ,Luke,Walton,17,134,32,17,5,22,26,7,2,14,24,29,10,10,7,13,5
WANGZH01  ,Zhizhi,Wang,16,74,30,5,5,10,5,1,2,2,13,24,10,9,6,8,4
WANZEBO01 ,Bobby,Wanzer,34,710,516,0,0,186,125,0,0,0,114,361,158,224,200,0,0
WARDCH01  ,Charlie,Ward,72,1567,396,150,33,183,264,105,10,92,146,348,147,62,44,166,58
WARDGE01  ,Gerry,Ward,14,98,39,0,0,15,5,0,0,0,23,40,17,7,5,0,0
WARDHE01  ,Henry,Ward,5,18,8,0,0,2,0,0,0,0,6,12,4,0,0,0,0
WARDHE01  ,Henry,Ward,1,1,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0
WAREJI01  ,Jim,Ware,3,13,10,0,0,2,0,0,0,0,1,13,5,0,0,0,0
WARLEBE01 ,Ben,Warley,10,129,38,0,0,29,11,0,0,0,27,38,16,10,6,0,0
WARLEBE01 ,Ben,Warley,10,109,31,0,0,39,3,0,0,0,16,32,9,20,13,0,0
WARLIBO01 ,Bob,Warlick,12,234,138,0,0,53,25,0,0,0,26,120,55,37,28,0,0
WARNECO01 ,Cornell,Warner,5,56,14,0,0,9,6,0,0,0,11,12,7,0,0,0,0
WARREJO01 ,Johnny,Warren,10,22,4,0,0,3,2,0,0,0,6,5,2,0,0,0,0
WASHBCH01 ,Chris,Washburn,6,31,11,1,0,1,2,0,0,4,2,7,3,6,5,0,0
WASHIDO01 ,Don,Washington,4,26,11,0,0,6,2,0,0,0,9,10,5,1,1,0,0
WASHIJI01 ,Jim,Washington,42,1126,359,0,0,295,64,0,0,0,114,334,147,111,65,0,0
WASHIKE01 ,Kermit,Washington,9,263,72,57,26,93,14,9,6,11,18,60,30,17,12,2,0
WASHIRI01 ,Richard,Washington,11,164,75,13,7,33,3,5,9,8,39,67,36,6,3,0,0
WATSOEA01 ,Earl,Watson,8,136,38,12,7,19,22,8,1,8,19,39,16,5,5,12,1
WATSOJA01 ,Jamie,Watson,5,57,12,0,1,1,3,2,1,6,12,9,6,0,0,0,0
WATTSRO01 ,Ron,Watts,1,5,3,0,0,2,0,0,0,0,3,6,1,2,1,0,0
WATTSSL01 ,Slick,Watts,17,522,185,0,0,58,120,4,1,0,66,177,79,52,27,0,0
WEATHCL01 ,Clarence,Weatherspoon,18,305,100,42,24,66,3,11,4,11,35,91,36,47,28,0,0
WEATHNI01 ,Nick,Weatherspoon,31,715,281,0,0,150,26,0,0,0,95,235,115,73,51,0,0
WEBBECH01 ,Chris,Webber,64,2496,1337,412,184,596,267,77,83,202,235,1204,551,355,221,51,14
WEBBJE01  ,Jeff,Webb,9,23,11,0,0,1,2,0,0,0,2,7,4,3,3,0,0
WEBBSP01  ,Spud,Webb,39,725,321,66,19,85,198,30,2,51,64,249,114,105,86,23,7
WEBSTMA01 ,Marvin,Webster,13,155,57,0,0,71,9,0,0,0,28,50,21,28,15,0,0
WEBSTMA01 ,Marvin,Webster,48,1382,462,53,41,423,68,10,83,9,144,365,177,167,108,0,0
WEDMASC01 ,Scott,Wedman,85,1961,882,168,82,322,150,57,17,76,189,812,368,171,119,70,27
WEISSBO01 ,Bob,Weiss,53,1103,407,0,0,89,164,0,0,0,111,392,167,91,73,0,0
WEITZRI01 ,Rick,Weitzman,3,5,4,0,0,1,1,0,0,0,0,3,2,0,0,0,0
WELLSBO01 ,Bonzi,Wells,30,681,336,79,32,111,59,34,6,58,83,291,123,113,79,48,11
WELLSOW01 ,Owen,Wells,4,5,6,0,0,1,1,0,0,0,1,5,3,0,0,0,0
WELPCH01  ,Chris,Welp,3,22,2,7,0,7,0,0,0,1,7,3,1,2,0,0,0
WELSCJI01 ,Jiri,Welsch,4,104,32,12,0,12,9,2,0,8,7,23,11,9,9,4,1
WENNIBI01 ,Bill,Wennington,70,572,178,60,41,101,25,14,11,28,122,172,79,28,19,2,1
WESLEDA01 ,David,Wesley,55,1934,665,100,21,121,205,62,5,104,164,601,239,137,109,191,78
WESLEWA01 ,Walt,Wesley,8,83,42,0,0,28,2,0,0,0,16,41,18,12,6,0,0
WESTDA01  ,David,West,7,112,41,22,8,30,8,2,4,7,10,28,15,13,11,0,0
WESTDE01  ,Delonte,West,7,115,29,7,2,9,4,7,1,2,17,21,11,4,2,11,5
WESTDO01  ,Doug,West,3,87,33,4,0,4,6,2,1,1,11,22,12,9,9,2,0
WESTJE01  ,Jerry,West,153,6321,4457,0,0,855,973,0,0,0,451,3460,1622,1506,1213,0,0
WESTMA01  ,Mark,West,95,1755,496,270,152,422,36,24,119,81,293,355,201,163,94,0,0
WESTPPA01 ,Paul,Westphal,107,2449,1337,21,5,153,353,41,10,46,241,1149,553,285,225,29,6
WETZEJO01 ,John,Wetzel,5,38,8,0,0,4,4,0,0,0,8,7,3,2,2,0,0
WHATLEN01 ,Ennis,Whatley,31,260,46,26,5,31,32,16,0,21,33,64,18,12,10,1,0
WHEATDE01 ,Dejuan,Wheat,1,3,2,1,0,1,0,1,0,0,0,2,1,0,0,0,0
WHITEJE01 ,Jerome,Whitehead,10,100,22,9,5,14,3,2,2,1,22,27,9,10,4,0,0
WHITEJO01 ,Jojo,White,80,3428,1720,0,0,348,452,0,0,0,241,1629,732,309,256,0,0
WHITERA01 ,Randy,White,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITERO01 ,Rory,White,3,40,16,9,1,10,0,0,0,1,4,14,7,4,2,1,0
WHITERO02 ,Rodney,White,5,28,8,4,1,5,0,2,0,3,3,16,4,0,0,3,0
WHITERU01 ,Rudy,White,1,2,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0
WHITEWI01 ,Willie,White,14,144,68,10,10,20,23,6,0,18,10,64,29,12,7,7,3
WHITNCH01 ,Chris,Whitney,10,131,29,10,3,13,9,2,2,7,22,26,10,3,3,13,6
WICKSSI01 ,Sidney,Wicks,9,261,118,0,0,83,16,0,0,0,37,81,42,47,34,0,0
WIERMU01  ,Murray,Wier,3,0,10,0,0,0,0,0,0,0,4,9,3,8,4,0,0
WIESEBO01 ,Bob,Wiesenhahn,2,6,3,0,0,2,0,0,0,0,0,4,1,1,1,0,0
WIGGIMI01 ,Mitchell,Wiggins,29,539,233,48,45,93,34,19,3,34,55,212,105,31,23,3,0
WILBUKE01 ,Ken,Wilburn,7,93,36,0,0,32,5,0,0,0,21,33,16,16,4,0,0
WILEYGE01 ,Gene,Wiley,27,710,120,0,0,272,34,0,0,0,80,103,52,37,16,0,0
WILEYMI01 ,Michael,Wiley,3,5,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0
WILFOWI01 ,Win,Wilfong,16,208,80,0,0,47,28,0,0,0,31,88,26,39,28,0,0
WILKEBO01 ,Bob,Wilkerson,22,679,204,10,6,113,107,27,6,11,75,220,86,50,32,1,0
WILKEJA01 ,Jamaal,Wilkes,98,3301,1565,174,149,600,219,84,25,121,273,1441,674,297,217,6,0
WILKELE01 ,Lenny,Wilkens,64,2403,1031,0,0,373,372,0,0,0,258,899,359,407,313,0,0
WILKIDA02 ,Damien,Wilkins,7,136,39,9,9,18,3,10,1,8,17,36,16,9,4,11,3
WILKIDO01 ,Dominique,Wilkins,56,2172,1423,217,158,375,143,73,35,153,123,1201,515,444,366,96,27
WILKIED01 ,Eddielee,Wilkins,15,93,48,12,12,24,0,2,0,8,14,35,18,23,12,0,0
WILKIGE01 ,Gerald,Wilkins,55,1686,711,103,50,153,190,52,10,91,137,661,292,131,105,79,22
WILKIJE01 ,Jeff,Wilkins,24,478,206,92,23,115,18,4,12,26,65,176,81,57,44,1,0
WILKSMI01 ,Mike,Wilks,6,12,3,0,0,0,1,0,0,1,0,2,1,0,0,1,1
WILLIAA01 ,Aaron,Williams,53,912,297,115,65,180,38,14,41,52,173,238,114,89,69,1,0
WILLIAL01 ,Alvin,Williams,18,683,225,51,8,59,78,21,10,24,46,235,93,36,26,42,13
WILLIBE01 ,Bernie,Williams,14,380,194,0,0,47,24,0,0,0,42,198,87,28,20,0,0
WILLIBU01 ,Buck,Williams,108,3710,1211,590,351,941,113,90,70,190,386,839,436,503,338,2,1
WILLICH01 ,Charlie,Williams,30,1022,536,0,0,103,60,0,0,0,107,527,218,139,100,0,0
WILLICH02 ,Chuck,Williams,37,1133,440,0,0,105,152,0,0,0,82,348,162,133,116,0,0
WILLICO02 ,Corliss,Williamson,63,1088,489,105,67,172,50,23,11,81,160,396,173,184,143,4,0
WILLIER01 ,Eric,Williams,26,797,221,72,30,102,38,34,4,23,95,182,80,57,44,45,17
WILLIFR01 ,Freeman,Williams,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
WILLIFR02 ,Frank,Williams,4,74,19,1,1,2,5,3,0,4,13,22,6,5,3,13,4
WILLIGU01 ,Gus,Williams,99,3205,1927,67,56,308,469,155,39,105,243,1644,781,483,356,39,9
WILLIHE01 ,Herb,Williams,57,538,153,53,25,78,17,10,25,25,83,130,61,42,31,0,0
WILLIHO01 ,Hotrod,Williams,47,1375,520,193,102,295,86,42,56,68,155,395,189,192,142,1,0
WILLIJA01 ,Jayson,Williams,9,143,30,24,25,49,5,2,3,5,14,29,13,8,4,0,0
WILLIJA02 ,Jason,Williams,26,743,283,57,5,62,94,27,1,57,54,253,103,35,33,126,44
WILLIJE01 ,Jerome,Williams,25,508,121,79,55,134,22,27,7,18,57,100,47,51,27,0,0
WILLIJO01 ,John,Williams,29,903,446,0,0,80,76,0,0,0,101,392,192,86,62,0,0
WILLIJO01 ,John,Williams,27,749,283,78,41,125,53,24,18,39,78,246,110,91,59,11,4
WILLIKE01 ,Kevin,Willis,68,1279,510,247,134,381,38,34,14,72,172,472,203,143,101,13,3
WILLIKE02 ,Kevin,Williams,51,1430,596,173,125,298,62,45,26,71,182,463,248,144,100,5,0
WILLIKE03 ,Kenny,Williams,17,105,24,11,6,17,7,6,5,6,20,26,10,4,4,0,0
WILLILO01 ,Lorenzo,Williams,3,8,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0
WILLIMI01 ,Michael,Williams,16,353,175,24,11,35,79,27,1,22,50,123,54,74,63,12,4
WILLIMO01 ,Monty,Williams,30,264,83,33,23,56,10,5,2,18,29,73,34,26,15,2,0
WILLIRA01 ,Ray,Williams,40,889,425,62,33,110,202,43,2,89,128,412,166,106,86,35,7
WILLIRE01 ,Reggie,Williams,24,538,217,60,28,88,57,14,13,36,72,212,79,43,35,65,24
WILLIRO01 ,Ron,Williams,32,671,260,0,0,57,94,0,0,0,76,248,104,59,52,0,0
WILLIRO02 ,Rob,Williams,16,301,118,28,8,36,64,11,2,27,48,105,47,19,17,17,7
WILLISA01 ,Sam,Williams,2,16,8,0,0,4,1,0,0,0,5,7,4,2,0,0,0
WILLISA02 ,Samuel,Williams,9,81,10,13,5,18,3,2,6,9,9,14,3,12,4,0,0
WILLISC01 ,Scott,Williams,94,1504,487,280,154,434,58,38,74,69,254,419,201,134,85,4,0
WILLISH01 ,Shammond,Williams,11,155,74,12,3,15,25,11,0,14,9,52,26,18,13,16,9
WILLISL01 ,Sly,Williams,7,138,62,16,14,30,11,6,1,15,11,59,29,3,3,1,1
WILLITR01 ,Travis,Williams,4,18,5,4,1,5,0,1,1,0,3,3,1,4,3,0,0
WILLIWA01 ,Walt,Williams,35,584,215,62,23,85,40,14,16,32,77,188,76,37,27,97,36
WILLOBI01 ,Bill,Willoughby,24,447,120,61,33,94,23,14,19,24,45,121,44,42,32,1,0
WILSOBO01 ,Bob,Wilson,6,50,20,0,0,26,2,0,0,0,12,25,7,13,6,0,0
WILSOBO01 ,Bob,Wilson,10,93,44,0,0,11,4,0,0,0,10,41,17,12,10,0,0
WILSOGE01 ,George,Wilson,12,101,23,0,0,42,10,0,0,0,20,31,8,11,7,0,0
WILSOJA01 ,Jasper,Wilson,10,92,39,0,0,26,2,0,0,0,20,42,11,23,17,0,0
WILSORI01 ,Rick,Wilson,3,10,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0
WINCHKE01 ,Kennard,Winchester,3,11,6,0,0,0,2,0,0,1,0,5,3,1,0,0,0
WINFILE01 ,Lee,Winfield,7,77,18,0,0,11,11,0,0,0,10,18,7,7,4,0,0
WINGADA01 ,David,Wingate,59,884,301,76,38,114,94,38,8,43,115,262,119,66,44,44,19
WINGFDO01 ,Donton,Wingfield,8,78,32,6,10,16,5,1,0,5,13,23,10,10,6,10,6
WINGOHA01 ,Harthorne,Wingo,11,104,50,0,0,32,8,0,0,0,10,47,21,12,8,0,0
WINKLMA01 ,Marv,Winkler,5,8,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0
WINTEBR01 ,Brian,Winters,41,1352,637,62,19,118,192,47,14,67,123,549,269,99,80,48,19
WISEWI01  ,Willie,Wise,68,2592,1420,0,0,644,224,0,0,0,193,1120,564,411,292,0,0
WISEWI01  ,Willie,Wise,6,106,45,0,0,28,3,0,0,0,16,41,14,25,17,0,0
WITTELU01 ,Luke,Witte,7,28,16,0,0,9,4,0,0,0,4,11,6,4,4,0,0
WITTMRA01 ,Randy,Wittman,38,1105,487,57,21,78,115,22,6,42,68,417,225,50,37,2,0
WITTSGA01 ,Garry,Witts,4,28,5,1,2,3,2,1,0,0,6,2,2,2,1,0,0
WOHLDA01  ,Dave,Wohl,4,8,6,0,0,1,2,0,0,0,2,3,3,0,0,0,0
WOLFJO01  ,Joe,Wolf,14,108,22,7,3,10,2,1,1,4,20,25,9,4,3,3,1
WOODAL01  ,Al,Wood,5,157,60,27,7,34,10,1,1,7,16,56,26,12,8,1,0
WOODDA01  ,David,Wood,3,44,7,4,1,5,3,3,0,1,8,3,2,4,2,1,1
WOODLE01  ,Leon,Wood,10,21,22,1,0,1,3,0,0,3,0,15,6,10,8,3,2
WOODSLO01 ,Loren,Woods,3,4,2,0,1,1,0,0,0,0,0,3,1,0,0,0,0
WOODSMI01 ,Mike,Woodson,13,348,158,13,17,30,34,10,4,23,35,148,59,41,37,13,3
WOODSQY01 ,Qyntel,Woods,4,18,7,1,1,2,0,0,0,1,3,9,3,2,1,1,0
WOOLROR01 ,Orlando,Woolridge,36,905,428,87,43,130,42,20,26,55,105,327,161,148,106,2,0
WORKMHA01 ,Haywoode,Workman,41,892,237,67,18,85,167,44,1,63,97,225,80,78,66,47,11
WORKMTO01 ,Tom,Workman,3,9,6,0,0,3,0,0,0,0,0,7,3,0,0,0,0
WORKMTO01 ,Tom,Workman,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WORTHJA01 ,James,Worthy,143,5297,3022,490,257,747,463,177,96,298,352,2329,1267,652,474,67,14
WORTHSA01 ,Sam,Worthen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRIGHHO01 ,Howie,Wright,5,36,18,0,0,2,4,0,0,0,6,20,7,9,4,0,0
WRIGHLA01 ,Larry,Wright,49,870,397,1,1,65,133,30,6,3,131,348,166,81,65,1,0
WRIGHLO02 ,Lorenzen,Wright,11,277,86,41,18,59,13,8,5,8,31,83,39,13,8,0,0
WUYCIDE01 ,Dennis,Wuycik,15,94,24,0,0,19,3,0,0,0,14,24,8,12,8,0,0
YARDLGE01 ,George,Yardley,46,1693,933,0,0,457,112,0,0,0,143,767,324,349,285,0,0
YATESWA01 ,Wayne,Yates,4,12,7,0,0,5,1,0,0,0,2,8,3,2,1,0,0
YONAKRI01 ,Rich,Yonakor,2,4,2,1,0,1,1,1,0,0,1,2,1,0,0,0,0
YOUNGDA01 ,Danny,Young,53,710,219,40,20,60,119,32,4,37,59,186,80,49,40,59,19
YOUNGMI01 ,Michael,Young,3,3,2,0,1,1,0,0,0,0,0,4,1,0,0,0,0
ZASLOMA01 ,Max,Zaslofsky,45,733,609,0,0,121,91,0,0,0,128,514,201,263,207,0,0
ZAWOLRO01 ,Robert,Zawoluk,2,18,2,0,0,2,0,0,0,0,5,6,1,2,0,0,0
ZELLEDA01 ,Dave,Zeller,2,5,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0
ZELLEGA01 ,Gary,Zeller,3,9,2,0,0,1,0,0,0,0,7,1,1,1,0,0,0
ZELLEGA01 ,Gary,Zeller,15,67,26,0,0,13,4,0,0,0,15,35,12,7,2,0,0
ZEVENPH01 ,Phil,Zevenbergen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
